category,text
0,ㅋㅋㅋ원래도 이쁜이레 ㅋㅋㅋ 쿵쾅이들아 니네는 원래도 빻앗고 살빼도 빻앗어 ㅋㅋ
0,누군지모르지만 요즘걸그룹창여들다발라버리네..
1,이 드라마 아직도 하네~~~
1,우리나라는 저런 댓글 없냐? 왜 모두가 그런듯 기사써놓고 분열 조장하냐?
1,잘못한게있으면 비난받아 마땅하겠으나관련없는 사항으로 오해받고 손가락질받는다면넘 아프지요저사람 아픈마음도 이해갑니다
1,엘리베이터 살치는. 무릅이 아파서 4층 못올라가는데
0,아 니미 첨 알았네이거 누가 갈켜준적도 없고..책에는 있었겠지만 오늘 첨 알았어
0,저기가 일베라치면 여긴?대깨문과 조선족 밭인가?솔직히 틀린말도 안했자나
0,메갈련들은 한효주보고 동생관리 못한 죄라 쿵쾅대며 욕하면서 ㅋㅋ 남편관리 못한 박혜미 보고는 박해미도 피해자래 ㅋㅋ
1,인간적으로 중국에서 바이러스 만들었으면 백신도 만들었어야하는거 아니냐???
0,그래봤자 좃선기레기와 일베들만 하겠냐~~~ 좃선기래기가 되려면 필히 일베 출린이어야 한다는건 세상이 다 아는 일인데~~~
1,참 불편러들 많네
1,헐 박은혜도 이혼했었구나..
0,메퇘지들 역겹누 ㅋㅋㅋ 설리가 받은 악플들 대부분은 '그 분'들이었다지 이번에 최자 욕하는 분들도 역시 '그 분'들 어우 역겨워 역겨워 '그 분'들 이번에 김희철 잘못 건들였다가 무더기 고소 당했던데 인실좆좀 느껴봐라
0,아진짜 최진살만한 여배우는 백년이 지나도 안나올듯..목소리 표정연기 역대최고인데...요즘은 오연서 정유미 무슨 발연기스폰아줌마들만잇고..말세당
0,줫같은 멧돼지년들 엄마 설거지도 안도와주면서 지럴이란 지럴은 골라서들해요
1,라이머와 시청률을 바꾸는격
1,알콩달콩사는부부 넘 예쁘네요
1,꺼져
1,참 앵간히 관리 했구나..저러고 싶을까
1,언플쩌네 ㅋ 본사람들 전부 재밌다고 하는 사람이 없던데ㅡㅡ
1,근데 청룡이 조선일보 후원이였어 내년부터 보지 말아야겠네
1,재미로하지말고 유익하게진행해보세요 ~~서장훈 추천
1,음식 잘하는 시어머니라하면 남편 입맛이 까다로울수 있어요..어릴때부터 좋은음식 맛있는걸 많이 먹어서 마누라한테도 요구해요 .부러워 할 필요없어요..
1,인직이형 오우오우 너무 멋있고
0,왜놈들 마약한거까지 우리가알아야되냐?
1,볼만해요 생각보다 재미있고 많은 생각을하게 해주네요
0,지랄하네 븅신 새끼. 그짓거리 제일 잘하는게 일베였는데? 그럼 일베를 떠나 븅시년아
1,아파트상가에 다 부동산가게로 도매 주차장는 수입차로 도매
0,따면 개이득이이고 꼴면 세입자힌테 미안해서봐주게됨
1,과일은 다 우리꺼다 뭐 그건가? 모양도 안비슷하고 아무 관련도 없는거 같구만 왜 저런데? 한입 문듯 파인거라도 있으면 이해를 하겠는데 이거는 아닌데
1,이제 시집좀가자!!!
1,20살에 자본주의 다큐를 보게 된 저는 정말 행운아입니다😊 감사합니다 사랑합니다 우리 모두가 잘 되기를 축복합니다❤ 1
0,문재앙 국뻥부가 자랑스런 대한민국 군대를 3년만에 완전 당나라 군대로 만들었다개가튼 정권
0,너 닉네임에서 불향기가 느껴진다 ㅇ ㅇ 특수용접이니 그거 고수익 이라면서 나도 ㅅㅂ 그런거 하는 사람 있으면 몇년 따까리 보조로 월 150만원 받아도 되니깐 좀 배우고싶다기사 찾아보니깐 중년의 나이에 도전한 어떤 아줌마들 한달에 천따리 이상 버는 것 같은데 대체 그런건 어디서 배울 수 있노?
1,예상되는 스토리 해피한 결말. 웃음과 감동 적당히 섞어놓은 전형적인 한국영화. 그럼에도 불구하고 속아주며 보기에는 적당한 영화인듯 하다.
1,운동하는 아들이 없군. 좋은 아빠
1,어머나~ 벌써 이케컸네요~~ 어머 어쩜 고모 이쁜것만 닮은것같아요~~^^ 사랑스럽네요~^^
0,뭔 개소리냐........ㅋㅋ
0,모든 문제는 틀니와 좌익에 있다는게 내결론이다
0,지금 시발 나라 굴러가는 방향이 저쪽인데 어쩌겠냐? ㅋㅋㅋ복지에 돈 퍼줄테니 알아서 타먹으라고 돈을 드리붓는데뭐 타먹어야지 ㅋㅋㅋ내가 안먹으면 남이 먹을건데 어차피 ㅋㅋㅋ
1,유재석은 이제 하차해라
1,와 셋 다 다르네ㅋㅋㅋ 첫째는 첫째같이 공부하게 생겼고 둘째는 이쁘게 생겼고 셋째는 잘 놀게 생겼네ㅋ
1,억지 사투리 매우 부담됨흡연장면 영화에서 퇴출되야함관람내내 힘들었음
0,여자들 몸둥이 함부로 굴리고 다니면 저리 인생 쫑난다.조심해라!
1,정말 욕먹기 싫으면 그냥 평범하게 살아라
1,그거 중요한게 아니잖아!!!
1,루머가 있었구나..
1,난 솔직히 요즘 작화보다 저때 작화가 더 맘에 듬
1,넥타이 감는건 진짜 지리네ㅋㅋㅋ
0,잡대새끼 부캐 어서오고
0,이상한 여자들 천지다 박나래한테만 관대해 이유 졸라 알것 같음......비슷한거지 본인이랑 박나래랑.....
0,상습 주작글 올리는 개새끼야
1,핀란드는 무조건 다 좋은가요? 우리의 것을 디자인으로 승화했더라면!
1,어머님은 운동 하면 다 저정도는 하는줄 아시겠죠...?
1,요새 나혼자산다 솔직히노잼.
1,은근히 옷발 안나~~
1,별 대단한 특종뉴스 나셨네
0,부랄탁!
1,강타 지디 영웅재중 탑 방탄 동해 이특 시원 애들만 잘생기고 비쥬얼좋음
1,솔직히 좀 빠졌으면 좋겠어요
1,처음에채수빈좋아는데 갈수록이상해지곺징징걸리고별로다
1,역대급으로 재미없다
0,역대급 좋아하네 꼴폐미 드라마 ..들어간 돈이 아까움 ㅋㅋ 현실성이라고는 단 1%도 없는
0,저런 지 지지자 간수 안하는 새퀴도 욕쳐먹어도 싸.
1,빛이나는구나 한지민❤
0,이모현피디는 싸이코패쓰다..고인 다큐가 주종목이냐?최진실도 그렇고아주 쓰렉이 말종이네
1,장태준이 죽인거는 아닌거 같은데 시즌2에서 풀어주것지 근데 11월까지 어떻게 기다리지 ㅠㅠ
0,베충이왈:이것은 조작이므니다!! 빨갱이 조사기관 이므니다~ 천황폐하 만세!!
1,벤츠 비엠 ㅡ 중고로 사면 똥값
0,둘다모르지만 남자가 더 아까워보이군요^^ 그리고 한국여자는 거르는게 굿 ㅎ
0,약쟁이들이 컴백한게 잘못된거지 걔네들이 컴백했다고 얘도 해야하는 법이 어딧음?
0,천우빈 진짜 개짜증 티 좀 고만내 그럴거면 걍 죽이던지
1,멍청한 사화주의자들의 결과. 결국 배민과 같은 플렛폼 사업이 꽁으로 돈버는 게 아니라는 뜻이 되네요. 그들은 소비자에게 편의성을 제공하면서 그에 따르는 이윤을 가져가는 겁니다.
0,지랄 개소리 쳐하고 자빠졌네 보지년아
0,폴라도 개새끼들에 비해서는 터키는 양반중의 양반임. 그새끼들은 입으로'라도' 형제국이라 하지.
1,아이언맨이랑 나타샤 죽습니다 너무 슬픕니다
1,현빈 김주원때 좋아하고 좋아한적 없는데 나이먹으니 더 깊이있어지고 멋있네.. 연기도 비주얼도 목소리도.. 요즘 20대 배우들은 그런게 없어
0,맞음 이새끼 ㅈㄴ 죽여놔도 시간 지나서 cs쳐먹고오면 존나쎔
0,김치녀.한녀는 절대 가질수없는 몸무게지
0,혜교가 한남자로 만족을 못하는듯..혜교는 작품 할때마다 연애하는게 맞는거 같네..중기랑 성격차이라니...
1,그대 사랑합니다.. 명곡이었는데
0,이해가 안되는게 사회주의가 이론 상으로는 아름답다는 대가리 총 맞은 좌빨새끼들이 할 만한 병신 소리는 왜 자꾸 재생산되는거냐 그것도 우파축에 든다는 일베에서? 확실히 우파가 제대로 망하긴 했구나일한 사람 사유재산 뺏어서 모두와 공평하게 나눈다는 발상 자체가 실현에 실패할 수 밖에 없는 덜 떨어진 이론이고 설사 실현가능하다고 해도 가난하니 가진사람 사유재산권 침해한다는 것 자체가 윤리적으로 옳지 못한다는 것은 자각도 못하는 인간조무사들이 존나 많긴하나보구나당장 자기집 도둑질 당하면 방방 뛰며 악쓰고 울 것들이 자기보다 잘 사는 타인의 사유재산권 침해는 당당하게 외친다. 모럴 자체가 붕괴한 한국인이니 윤리적으로 옳지 못하다고 해도 감흥도 안되겠지 그치? 뭐 이번 통계보니 10명 중 4명은 세금 기여조차 못하는 인간조무사들이라는 것이 공식 증명 됐으니 당연한가 싶다. 현실에서 실패하고 이론도 병신같은게 사회주의다. 투표로 도적질을 정당화 할 수도 없고 이론이 아름다운게 아니라 멍청한 개소리라서 실패한거다.사회주의 이론상으론 아름답다는 개소리는 다른 덧글서도 아무도 안하길래 이것만 적고 이국종 교수의 행동이 사회주의라고 주장하는 멍청한 원글 주장은 다른 덧글서 이미 많이 말하고 굳이 반박할 가치도 못 느끼겠으니 여까지만 적는다.
1,다름과 비정상은 전혀 다른얘기임.본인이 자연의 순리를 거슬렀으면서 나머지 사람들을 나쁜 편견자라고 하면 안되요. 치료받고 돌이킬수있는 길이 열리기를 바랍니다. 힘겨워보여요.
1,본적도 없고 관심도 없어 안불편함
0,전라도 홍어 씹새끼들이 쪽바리 경찰들과 결탁하여 3.1운동 방해하기 위해 만들었던 단체.
1,그저그렇내요 ㅋㅋㅋㅎ
0,ㅅㅂ ㅋㅋ
0,웃기네.. 세월호 리본 떼셨네.. 연예인들 정치하십니까? 세월호는 충분히 정치적입니다. 재수없고 역겹다
1,가면가왕 아직도 하네 ..반갑다 ㄹ
0,바람난 인간이 바란난영화만들며..지들이 잘한짓이라고 하소연하는거지지랄을 한다
0,저거 궁댕이근육단련이야 헬알못 ㅁㅈㅎ
0,박규리니 가능한거지.. 페미는 안되요 죽었다 깨어나도...
0,자칭 명예백인이라고 주장하는새끼들인데 뭐 ㅋㅋ
1,헐리웃 갓양녀를 경호하는 북한남자 같네 ㅋㅋㅋ 전생에 나라를 구했네 인형같은 외모와 ㅎㄷㄷ한 몸매의 아내를 ㄷ ㄷ ㄷ
0,어~~~~~어. 뒤뚱뒤뚱. 지축을 울리면서. 토 나온다.
0,지들이 설리도 아닌데 누구 탓이네 뭐네 ㅋㅋ 걍 입다물고 니 인생이나 잘 살길 ㅋㅋ 고인은 말이 없는데 산 새끼들이 말 ㅈㄴ 많네 제발 아갈 여물어...
1,허허 근데 진짜 이쁘다 정유미
1,지능이 낮은게 아니고 빨간놈이라서 그런거지
1,바람녀는 아닐듯 표예진 짝사랑정도 겠지만 마지막회쯤 되서 다 밝혀지고 정선과 잘살기위해서 그랬다는둥 나올것 같음
0,요즘 들어 이혼충 좆병신새끼들이 창피한지를 모르고 나대냐 왜케 ㅋㅋㅋ
0,남태현 성격 싸가지에 어른공경 할줄모르고 여자들 가지고 놀고 yg가 좋아할만한건 거의 다 가졌는데
1,그냥 예능으로 좀 봐라 ㅡㅡ
0,전시라고 말했고 여럿이서 사람 병신만들기 쉽고 죽은자는 말이없다.내목숨을 위해서 기꺼히 엿같은 새끼에게 내 K2 소총으로 후장을 갈겨줄테다 그게 간부라고 해도 말이지간부새끼땜에 죽나 다르게죽나 죽는건 매한가지
0,쓰레기들...좌좀들과 유사...
1,나의 최애는 김도아였어. 그녀가 지금 무얼하고 잇는지 궁금해. 정상적으로 했다면 김도아가 열심히 활약하고 있을 거야.
1,악플 달시간에 잠이나 자라 보기싫음 안보면 되고 듣기싫음 귀닫음 되는일을 굳이 댓글다는 인간들아~~너네는 얼마나 제대로 된 삶을 산다고 여기까지와서 악플 다냐
1,경솔하다..;;전여친이 같이 방송일 하시는분인데..
0,보수가 또 주작을... 주작이 없으면 일베를 못와요...문재인되고 부동산 시대 저물었다고 집팔았다네ㅋㅋ 망상해서 일베오니 좋겠네~ㅋㅋㅋ
0,나도 리재명 존나 싫어하지만 이국종이 옳은 일 한거였다고 생각한다.
0,존나 무식하고 인간 말종들
0,아니 잘못은 마이크로닷 부모가 했는데왜 홍수현을 욕하냐고 미친 ㅅ퀴들 아이가
1,중앙일보도 돈벌기 어렵나보네.. 네 다음 광고.
0,코로나때문에 밖에서 애들 기다리게하고 잠시 테이크아웃해 나오려던게맞겠지요.하지만술쳐마시고 운전해서 가로등 들이받은 저 ㅆㄹㄱ만 아니었으면 코로나건 뭐건 저 앞에 앉아있었건 어쨌건 아무 문제가 없었다는게 중요한겁니다.
0,언론탄압 문독재정권!!!!! 진짜 요즘 신문보기 무섭다기사들마다 스트레스 만랩추한년기사 코로나뻥기사 부동산 억지기사부칸원조기사 언론탄압조작기사 성추행더불어당기사 ....
0,삶은소대가리에 담배불 아주 훌륭한 작품이네
0,신뢰를 안주니깐 그러지 돌대가리년아;
0,그 홍어가 하는말 ...나라에서 밀어주니까 큰거지 나라에서 밀어주지않았으면 제대로 못컷다고 하더라 ㅋ
0,수많은 시체팔이로 단련된 +9강멘탈 소시오패스 종결자 ㄹㅇ
1,둘이 농담이였음 와전쩌네
0,못배웠나?나이먹고 ㅉㅉㅉ
1,예원이가 불쌍한거였어
1,더빙 대사가 90년대 같아요
0,에휴 여편네들 하라는 일은 안하고 드라마나 쳐보니 ㅉㅉ
1,어차피 강성훈 없으면 젝키는 색깔을 잃는다...젝키가 아닌 다른 팀이 되야 할듯
1,서태지 천재
0,구하라팬인데 죠깥네 남자새끼 뒤졌다
1,저는 애초에 믿지도 않았어요~ 걱정마시고 힘내세요! 응원합니다~ 나영석PD님~정유미님~^^
0,아니 제발 시즌1 설정 좀 까먹지말라구여ㅅㅂ
1,사기? 그런덜로 이희진 부모처럼 청부살인당했다는 루머있던데
0,이런 씨발련이....
0,당한놈이 병신인 나라
0,중국여자 떡여행은 괜춘 가슴큼
1,혜나는 너무 밉상스럽게 오버했어 ㅉㅉ 천천히 지껄로 만들었어야지
1,안낳는게 아니고 못낳는걸로 아는데...간절하지 않은척이지
1,한동안은 테넷을 뛰어넘을 타임루프물이 나오기는 힘들것같다
0,지네들이나 많이 ㅊㅁㅊㅁ 하지제정신 아닌놈들...
1,오랜만에 푹 자다옴 잘잤어요
1,부동산 복비는 한도를 정해야 한다. 거래 건수당 최대 150만원이 적당하다!! 그들도 집값을 올리는데 한몫했다
1,그시간에 이제 무얼 하지요.시즌2로 빨리 돌아와 주시면 정말 좋겠어요.기다릴께요~~~.~
0,재수없다 니엄마하고관계나정리해
0,요즘에는 대행업체에서 소방점검을 많이 하기 때문에 저런 일은 많이 줄었지만 그래도 장사 좀 해보려고 건물에 들어가서 시설 설비 갖추고나면 꼭 점검 한답시고 들이닥치는 소방관 새끼들이 있다두명도 아닌 꼭 한 명이 와가지고 존나 말도 안 되는 걸로 트집을 쳐 잡는다돈 달라는 소리지 씨발 새끼들근데 좆같은건 그렇게 한 명이 왔다간건 정식 점검이 아니라서 이후에 소방점검이 또 와존나 씨발 한국은 장사 한 번 해먹기도 좆같은 나라다
1,입술 화장이 넘 과하게 그림...
1,헐 반성문이라니 키워준 국가 확실히 공산당이 맞구나~시켰것지~콩산당이
0,젝키활동은 싫고 방송으로 쉽게 돈은 벌고 싶곸ㅋㅋㅌㅌ시발 부자됐겠네
1,김옥빈이 연기 제일 잘한다
1,댓글이 없네....
1,시즌제네 ㅋ
1,설리는 죽어서도 편하지가 않겠네ㅜㅜ 다들 이제와서 아쉬워해도 이제 없어요
1,난 김수현이 겹치는데 말야..
0,이여자분 누군지모르겠는데 콧구멍이 돼지같냐
0,하니 악플러들 악질로 유명한 시아준수 빠는 죄순이라던데.. 헤어졌음 좀 놔줘라 괜히 대중들 선동 말고!
0,좌파는 그냥 북한 보내서 김정은 충성하며 '인민'으로 사는게 딱 맞는 수준이다.
0,연좌제 폐지 된 거임? 맞다는 가정 하에 쓰자면 도끼는 ㅈ나 가난하게 살았고 몰랐을켄데 왜 개ㅈㄹ? 니들이 먼저 버릇없이 나오니까 그러는 거임 ㅋㅋㅋ
1,빈곤국에서 실험하겠다는소리로 들리네
0,국가 곳곳에서 분리주의자들 공산주의자들이 설치던 씹개판국가였던 시기임. 소수민족들 폭동도 수시로 일어나던 시기에다가 냉전이랑 맞물려 소련이 이란에 분탕치기도 햇엇고 오히려 국가 내부의 안정이란 측면에서는 호메이니 시기가 훨씬 나았음그리고 팔레비도 사실 알고보면 잘못된 정책으로 나라 말아먹은 지도자임.문재인이 성향만 친미로 바꾸면 딱 팔레비임저 사진들은 그냥 이란이 문화적으로 좀 개방되었던 시기였음을 증명하는거일 뿐이지 이란이 잘살았다는 방증이 아니지저 사진보고 팔레비왕조 이란이 잘살았다고 생각하는 새끼들은 북한 평양사진 보고 북한도 잘사네 ㅇㅇ 이렇게 생각하는 병신이랑 진배없음
1,선생님의 마임공연을 잊지않고있습니다.
0,낙태율 1위 강간무고1위 해외에서 백인너드만보면 다리벌리는 시간 세계 신기록 갱신등등
0,와 존나 개꿀팁이네..그렇게 하다가 그냥 재결합 안할수도 있는거고 재산은 다 나한테 있고 개씹끌띠
0,이러라고좌표찍어준거지. 대깨문들이 이런 지령을 잘 알아듣지
1,수원 살았을 때 고등학교 1년 선배였습니다. 그때나 지금이나 성격 좋고 잘 웃는 노래 넘사벽 후배였죠. 뭐 하나 뺄 게 없는 장윤정 앞으로 꽃길만 걸어라~~!!
0,연기빨에 군대 얼른 가야지 워낙 특이해서 가도 힘들어 낳오지 않을까가만히 일상에서 봐도 범상치 않은 행동하는게 참
0,해머가 존나쎄고 나머진 쓰레기
0,근대 이와중에 박나래 못생긴건알았지만 진짜 너무 ㅈㄱㅇ 생겼다 재는 티비에 안나오길 눈썩는다는걸 진심 느낌ㅜ 진심으로여 이건 악플아니예여 내주변 남자들 다박나래 이국주 나옴. 채널돌림
1,잔나비 힘네세요 당신의 노래가 우울한 내 생활의 한줄기 빛입니다 잔나비 노래 안 들으면 불면증으로 잠을 못이룹니다. 당신들의 노래는 내 인생의 빛입니다
1,전기세 수도세를 감면해주는게 나은거아닌가도대체 통신요금은 누구발상인지
0,남자는 역시 능력이 되야 여자 시야에 들어 올거 같다 남자는 특정 부위에 눈이 가지만 여자는 전체적으로 스캔 한다지
1,잘생겼당 나도 변기에서 해보고파
1,힘내세요 반드시 더 건강하고 이쁜 천사가 찾아와요!! 저도 아가 낳기전에 한번의 아픔을 겪었는데.. 솔직히 시간이 약이네요 ㅠㅠ 반드시 찾아오니까 몸 따뜻하게하구 건강 챙기세요!
1,말할수록 매력이 없는 스타일.... ㅜ
0,일본 원숭이는 너네 나라로 가세요!
0,1부는 눈 썩는 거 같아서 2부만 봤다 졸라 웃기더만 ㅋㅋ
1,전 아직 안 놓을래요 부디 죗값치르고와서 다시 티비에 나와 좋은활동 부탁해요 기다리고 있을게요..
0,그새끼 칼침 놔줘라
1,진심 기사 읽고도 갸우뚱함 이게 사과할 일인가요?..화가 나신 분들은 대체 뭐가 불편하셨어요?...팬이라는데 유부남이고 유부녀고 뭐가 중요???
1,목에 사래걸려서 휴가연장 할게요 다음주 복귀할테니 건승
1,식스센스 무대 겁나 멋있고 잘하더만 비주얼도 좋고 근데 왜 4위뿐이 안되냐 ㅡㅡ 적어도 2등은 줘야지
1,제보하면 실명까버리는 나라
0,잘사는 애들이 마약하는 이유는 그들에게 성관계는 이미 흔하고 자극을 줄수없기때문에 더 큰 자극을 찾다가 저렇게 되는거
0,구청은 그나마 이용객이 많아 바쁘기라도 하지. 동네 주민센터가봐라. 존나 한가함.여간한 서류발급도 전부 무인기로 가능해서 일행직 공무원 자체가 불필요함. 존나 행정력 낭비임.이런 새끼들 싹 다 구청-시청 사회복지쪽으로 돌려야지. 정작 시청에선 업무과중 호소하다 자살하는 공무원도 있는 판에 복불복 존나 심하노이기
1,이 놈의 정부는 무슨 바람허수아비도 아니고 이리저리 왔다갔다 오줌똥을 못가리나. 그냥 이러면 빚내서 이쪽 저러면 저쪽으로... 선심정치 하다 나라 무너지기 일보직전이니 또 경제... 이제 코로나 더확산되면 또 경제활동 막을텐가. 온통 내놓은 정책들마다 국민들은 너무나 속시끄럽다.울화통치민다.
1,돈벌려 벗었지
1,딸 정말 매력있어보입니다~~ 모델로 자랄 듯.
0,이거 모르는 사람도 있나? 모르는 벌레만 있을뿐이지...
1,잘어울려욥 나혼산보면서혜진 호감됨
0,졸리:같은 에이시아니깐 우리 아들 차별받지않겠지?2020송도: 야 깜보 넌 저기가서 밥먹어!
0,확!씨발년아
0,친일파 백선엽은 국가를 구한 영웅이고 불륜남 홍상수는 국위선양해도 그냥 불륜남이냐? 일베보수충들은 전부 삼청교육대 같은곳에 처 넣어야 한다!!!
1,와 레전드다 ㄷㄷㄷ 명대사 오지게 터지네요 이번 영상ㅋㅋ
1,저게 어딜봐서 노무현대통령 실루엣이지제정신이면 저게 그렇게 보일 수가 없는데?....
1,아구~~ 이뽀라~^^
1,유산슬과 코다리 사랑 듀엣 가즈아~!!!
1,성매매가 구속인가? 아닌걸로 아는데 벌금아니였나
1,정말 이게 재미있나요...? 도대체 무슨영화인지...
1,막돼먹은영애씨 진짜 판박이!
1,제발 연기 연습좀 하고 나오세요..
0,그렇다고 공부 못하는 년은 용접이나 해라 라고 말 할 정도로 비하받아야 할 이유도 없지
1,근데 진짜 궁금한데 안재환이 자살을 했는데 왜 정선희가 욕을 먹는거죠? 정말 궁금해서 그래요 타살이어서 그런건가요? 빚때문에 스트레스받아서 자살한건데 남아잇는사람이 욕먹어야하는이유가 정말 궁금해요
0,난 이 개조잡한 웹툰 안봐 뉴스에도 뜨길래 댓글만 보는데 병신들 니들이 문제야이딴 놈을 작가라고 ㅉㅉㅉ약 빤놈이라는 어느 놈의 댓글이 기억에 남는다 그냥 이딴 거에 관심꺼라 그럼 절로 내려간다
1,직원 임금체불하면서 지는 궁전에 사네
0,대한민국이 망하든 이나라를 떠나 이민을가든해야지조가튼 나라 서민1도생각안하는 나라 에라이 ㅅㅂ이다
1,정의의 이름을 쓰고 범죄 저지르는 건데 당연히 막아야지;;; 성범죄는 성범죄고 이것도 범죄임
0,한국여자들이 욕하는걸 보니까 송혜교씨 정말 훌륭한 사람이시네요 응원합니다
1,핀란드를 잘 모르시나봐요. 아무리봐도 한국인데요
0,씹재앙 뽑아서 남겨갈등 부추긴 니들이 다 책임져라.
1,잠깐 봤는데 되게 재밌더라 나혼자산다로 돌리기 아쉬울 정도였음
0,예술도 좋지만 인간 말종자들의 기사거부!!!
0,여자나이 38이면 거의 썩은고기 수준임..겉은 번드르르 화장해도 다티남
1,입에 침튀기며 배달의 민족을 까고 대체안으로 내세운게 이거였지... 이재명이가 하는게 다 이렇다는 것을 알아야 명심해야 할 듯...
1,그리 기대했는데.. 사실 짜증남 아직까지.. 대체 그많은 캐리터들 ㅜ 골고루 분배도 안되고 뭐지? 하다 끝남..결국 타노스가 최강이었던거? 스포죄송합니다만 저처럼 기대넘하고보믄 안될것같은..
0,우리한테 묻지말고 메갈멧퇘지들한테 물어봐라
1,뭐야 아무일도 없었잖아? 개노잼
0,서비스 이용하는데 돈 내야하는건 당연한거고그걸 포괄제로 받다가 가격인상요인이 많으니포괄안하고 개별로 받겠다는데 왜 지랄임?결국 배달료 이후 배달사업이 존나 커지고소비자는 집에서 대부분 사먹을 수 있게된게 팩트임.빠바 생기고 동네빵집 망했다 선동수준이네 븅신새끼
0,우파 성향 남자가 최하위 계층이노 ㅅㅂ ㅠ
1,와 씨 비위좋네ㅋ
0,나는 베충이들이 하도 김성령 김성령 해서 진짜 엄청 괜찮은줄 알앗는데...상속자들 드라마 보니까 그냥 전형적인 예쁜 아줌마던데 그냥.
0,ㅋㅋㅋ 만화랑 현실을 구분을 못해?구분을 못하면 느그들이 빡대가리 인거고코미디를 현실로 보내 ㅋㅋ아 맞다 니들 인생이 코미디지 ㅋㅋ
1,이게 뭔 개소리야... 아오...
0,내 숏패딩은 캐구 칠리왁 사람들 은근 별로 없음. 다른 캐구는 존나 많은데
1,어렵다고 좋은영화아니다 지머리속에서나 정립된걸 관객이따라가긴 당연히힘들다 불친절하고 소모적인 쓸데없이 현학적인 역대급망작
0,자신들의 더러운 욕망을 해소하기위해 예술이라는 이름을 쓰는것 뿐임 이익 집단끼리 칭찬하고 상주고 공생하면서 빌어먹고 사는 버러X들일뿐임 거기에 예술이라는 이름으로 감춰진 그 쓰레기를 싫다고 말하면 예술을 이해못하는 무지한 사람으로 만들어 버리는 역겨운 국민성까지 더해저 저 버러X들이 아직까지 빌어먹고 사는거임
1,음방 볼때마다 체널 돌리게됨;;;;
0,ㄴ와 약쟁이 ^^
1,징역 6월이면 교도소에서 6개월 생활하는거죠?
0,박명수는 그렇다 쳐도 김제동은 뭔데 저기에 꼽사리껴있음?ㅋㅋ
1,부들부들 떨리냐?ㅋㅋ
0,그 소방관새끼 조국 실드치다 공정한 척 말 씨부리다 나이 30에 그게 할말이냐??????
0,82키로 김지영 왜보냐...? 저런 쓰레기 영화 안봄 ㅋ
1,진짜 난해하다...ㅋㅋ 저걸 왜 돌리는거야?
1,백종원사장님은 대단하신 분이다. 골목상권의 맛과 영업을 업그레이드 시켰다
0,아무리 방송이지만 저런 여자가 호감을 표시하면 남자는 얼마나 무섭고 기분나쁠까ㅠㅠ 여성젠더권력...사장님 힘내세요 마음의 상처 잘 치유하시구여ㅠㅠ
1,이진 이쁘고 매력있다.
1,진짜 신기함 la에서도 양키스만 만나면 왜케 털리는지 이케 잘던지는데..
0,편의점점컵라면이나 쳐드시는 찌질한 한남보다 도환이가 귀공자같고 좋다.불가리향수사주고싶은 기럭지.
0,신박한 미친년이네 ㅋㅋ
1,도대체가 무슨내용인지...뭘 말하려고 하는지..작가의 의도를 모르겠음!..~ㅠ
1,사람 하나 죽이기 하려고 몰려드는걸로밖에 안보임 사과해도 쌍욕하고있고
1,이승윤 왜이리 띄워주는지... 한번 나오면 됐지... 넘 자주 나오네
1,통신비 2만원 지원 필요없어요 그 돈으로 전국민 코로나무료검사와 50만명 항체검사 10회 실시하세요~~
1,셜리만한 외모의연예인 정말 없는데 ㅠ인성은 나이들면 철들면 좋아지고너무 안타깝고 그재능과 외모가 너무 아깝고악풀의밤에서 웃던 모습 생각나서 마음이 아픕니다
0,악플 단 사람 면상은 어떤지..인성이 쓰레긴건 알겠고
1,어차피 속바지인데 뭔 노출ㅋㅋ
1,인직 귀여운
1,10년국산차 타다가 수입으로바꿨는데 절대로 국산차는 안탈꺼같은데요?
1,김수미씨짱✌✌보고있으면힐링두돼고 틀에박인 요리프로그램이랑 차이나요 구수한입담 정겨운 마음씨 옆집 화끈하고 시원스런 동네큰언니같아서 최고최고✌✌✌
1,변함없이 예쁘시더라구요.세월은 나만 정통으로 맞고있는듯..ㅠ
0,이제 성폭행 당한 여자한테 그러게 평소에 조심좀 하지 라고 말해도 되는거네ㅋㅋ
0,노노재팬인데 쪽바리년놈들두 까야지 조센징들아
0,ㅋㅋ여기서도 빨갱이김정은이라고 안한다고병신앜ㅋㅋㅋ 알고쪽팔려서이러는건지 이런말도 이해를못하는건지 구분안갈정도네
0,투기조작하는 띱떼기들 다 잡아다 족쳐라
0,사기당하는거 유튭채널 개설하면 돈 존나게 벌듯
1,결혼해라 어차피 소시 끝났잖아.
0,저건 아무것도 아님한가족 4명인가 공원 산책 나왔는데 하나같이 시커먼 소세지 패딩 쳐입고 잇드라소세지 패딩도 그렇고다 똑같이 시커먼 색 ㅡㅡ;
1,솔직히 아쉬울게 머잇냐오창석정도면 어디가서보기힘든 훈남인데팅기지말고 만나라
0,ㅋㅋ 어플로 ㅈㄱ해본 김치녀들 겁나 많음
1,유치해요 ㅠㅠ
0,지랄 저거 수업 듣는 학생들 학부모 중에도 용접하는 사람들 있을텐데 대가리 나빠서 용접한다는 소리 들으면 참 기분좋겠다
